EF-Tu	Subject_1	5946455	5945265	349	397	11012522	0.0
EF-Tu	Subject_1	9573639	9574805	239	397	11012522	2e-145
EF-Tu	Subject_1	10294257	10294871	66	397	11012522	3e-18
EF-Tu	Subject_1	4179093	4179524	46	397	11012522	8e-17
EF-Tu	Subject_1	4780765	4780154	75	397	11012522	4e-14
EF-Tu	Subject_1	5508400	5507603	63	397	11012522	2e-11
EF-Tu	Subject_1	2830201	2830608	42	397	11012522	2e-11
EF-Tu	Subject_1	3646255	3645875	46	397	11012522	5e-11
EF-Tu	Subject_1	3026200	3025787	42	397	11012522	1e-10
EF-Tu	Subject_1	8071633	8072388	80	397	11012522	4e-10
