PtmP3_FabB-F	Subject_1	65.10	9004271	9003060	263	404	9009279	5e-134
PtmP3_FabB-F	Subject_1	50.72	7317710	7316463	211	404	9009279	2e-99
PtmP3_FabB-F	Subject_1	34.43	2751000	2750383	73	404	9009279	7e-18
PtmP3_FabB-F	Subject_1	28.74	8733443	8734447	100	404	9009279	6e-14
PtmP3_FabB-F	Subject_1	36.42	8998865	8998362	63	404	9009279	1e-13
PtmP3_FabB-F	Subject_1	33.71	8743808	8744326	60	404	9009279	1e-13
PtmP3_FabB-F	Subject_1	33.84	8757566	8758144	67	404	9009279	3e-13
PtmP3_FabB-F	Subject_1	33.33	8942880	8943527	74	404	9009279	9e-13
PtmP3_FabB-F	Subject_1	37.08	8753048	8753566	66	404	9009279	1e-12
PtmP3_FabB-F	Subject_1	34.85	8910379	8909984	46	404	9009279	5e-12
PtmP3_FabB-F	Subject_1	30.32	8846144	8845329	84	404	9009279	3e-11
PtmP3_FabB-F	Subject_1	30.58	8739140	8739952	85	404	9009279	4e-11
PtmP3_FabB-F	Subject_1	30.29	3514998	3515801	83	404	9009279	1e-10
PtmP3_FabB-F	Subject_1	30.32	8768664	8769476	84	404	9009279	2e-10
PtmP3_FabB-F	Subject_1	30.65	8953904	8954485	61	404	9009279	2e-10
PtmP3_FabB-F	Subject_1	34.10	8803486	8803989	59	404	9009279	2e-10
PtmP3_FabB-F	Subject_1	28.62	8792479	8793291	79	404	9009279	3e-10
PtmP3_FabB-F	Subject_1	31.82	8960938	8961384	49	404	9009279	6e-10
PtmP3_FabB-F	Subject_1	27.54	8748404	8749216	76	404	9009279	6e-10
PtmP3_FabB-F	Subject_1	30.07	8835510	8836322	83	404	9009279	6e-10
PtmP3_FabB-F	Subject_1	30.07	8824869	8825681	83	404	9009279	7e-10
PtmP3_FabB-F	Subject_1	33.33	8819682	8820260	66	404	9009279	2e-09
PtmP3_FabB-F	Subject_1	34.68	8814456	8814959	60	404	9009279	3e-09
PtmP3_FabB-F	Subject_1	30.29	8957368	8958165	83	404	9009279	4e-09
PtmP3_FabB-F	Subject_1	32.82	8945925	8946317	43	404	9009279	7e-09
