PtmP3_FabB-F	Subject_1	66.33	3327499	3328692	264	404	11359306	1e-121
PtmP3_FabB-F	Subject_1	50.12	9273372	9272134	207	404	11359306	2e-96
PtmP3_FabB-F	Subject_1	42.89	4821876	4823072	172	404	11359306	2e-48
PtmP3_FabB-F	Subject_1	37.50	11040806	11042020	153	404	11359306	3e-41
PtmP3_FabB-F	Subject_1	35.19	3356362	3357204	101	404	11359306	6e-19
PtmP3_FabB-F	Subject_1	32.24	3198801	3198175	69	404	11359306	3e-14
PtmP3_FabB-F	Subject_1	31.02	10694127	10693321	85	404	11359306	1e-13
PtmP3_FabB-F	Subject_1	33.33	10630520	10631206	78	404	11359306	2e-13
PtmP3_FabB-F	Subject_1	31.25	3539023	3538367	70	404	11359306	8e-13
PtmP3_FabB-F	Subject_1	37.50	4679450	4680022	72	404	11359306	1e-12
PtmP3_FabB-F	Subject_1	32.14	3528044	3527472	63	404	11359306	4e-12
PtmP3_FabB-F	Subject_1	28.68	10683492	10682692	78	404	11359306	4e-12
PtmP3_FabB-F	Subject_1	28.62	10688823	10688011	79	404	11359306	7e-12
PtmP3_FabB-F	Subject_1	28.78	3524478	3523669	80	404	11359306	1e-11
PtmP3_FabB-F	Subject_1	28.83	10647673	10648479	79	404	11359306	1e-10
PtmP3_FabB-F	Subject_1	31.25	4815205	4814405	85	404	11359306	2e-10
PtmP3_FabB-F	Subject_1	33.77	3520905	3520468	51	404	11359306	2e-10
PtmP3_FabB-F	Subject_1	36.62	3351196	3351606	52	404	11359306	2e-10
PtmP3_FabB-F	Subject_1	32.35	10696872	10696363	55	404	11359306	3e-10
PtmP3_FabB-F	Subject_1	30.67	10652581	10653273	73	404	11359306	5e-10
PtmP3_FabB-F	Subject_1	34.29	9389600	9389914	36	404	11359306	8e-10
PtmP3_FabB-F	Subject_1	29.89	10625568	10626359	81	404	11359306	1e-09
PtmP3_FabB-F	Subject_1	28.26	10640652	10641458	78	404	11359306	2e-09
PtmP3_FabB-F	Subject_1	30.10	3536182	3535610	59	404	11359306	2e-09
