LWSY01000078|DEG10180278|69410|69832|60490|60966|cluster-1|t1pks-nrps|45182-139998|8444	LWSY01000078|DEG10180278|69410|69832|60490|60966|cluster-1|t1pks-nrps|45182-139998|8444	422	422	100.000000	100.000000	0.0
NZ_QZMN01000004|DEG10180278|252465|252876|251382|251690|cluster-1|t1pks-nrps|231772-283891|775	NZ_QZMN01000004|DEG10180278|252465|252876|251382|251690|cluster-1|t1pks-nrps|231772-283891|775	411	411	100.000000	100.000000	0.0
OUZS01000002|DEG10180279|25028|25482|20128|20898|cluster-1|t1pks-PUFA|5025-34896|4130	OUZS01000002|DEG10180279|25028|25482|20128|20898|cluster-1|t1pks-PUFA|5025-34896|4130	454	454	100.000000	100.000000	0.0
LN901323|DEG10180275|220947|221200|211872|212525|cluster-1|transatpks-t1pks-nrps|198388-286814|8422	LN901323|DEG10180275|220947|221200|211872|212525|cluster-1|transatpks-t1pks-nrps|198388-286814|8422	253	253	100.000000	100.000000	0.0
FNNA01000003|DEG10180276|158134|158559|151157|151519|cluster-1|t1pks|138134-190083|6615	FNNA01000003|DEG10180276|158134|158559|151157|151519|cluster-1|t1pks|138134-190083|6615	425	425	100.000000	100.000000	0.0
FNNA01000003|DEG10180276|158134|158559|151157|151519|cluster-1|t1pks|138134-190083|6615	NJGH01000001|DEG10180276|71962|72385|63953|64294|cluster-1|t1pks-nrps|47040-109941|7668	425	423	47.294118	38.333333	8.96078431373
LN886255|DEG10180276|687502|687932|683496|683819|cluster-1|transatpks|667081-781339|3683	LN886255|DEG10180276|687502|687932|683496|683819|cluster-1|transatpks|667081-781339|3683	430	430	100.000000	100.000000	0.0
NJGH01000001|DEG10180276|71962|72385|63953|64294|cluster-1|t1pks-nrps|47040-109941|7668	NJGH01000001|DEG10180276|71962|72385|63953|64294|cluster-1|t1pks-nrps|47040-109941|7668	423	423	100.000000	100.000000	0.0
NW_019716276|DEG10180276|114863|115289|108128|108712|cluster-1|t1pks|94856-142253|6151	NW_019716276|DEG10180276|114863|115289|108128|108712|cluster-1|t1pks|94856-142253|6151	426	426	100.000000	100.000000	0.0
NZ_ARYH01000002|DEG10180276|283833|284287|273713|274051|cluster-1|t1pks-otherks|263825-315324|9782	NZ_ARYH01000002|DEG10180276|283833|284287|273713|274051|cluster-1|t1pks-otherks|263825-315324|9782	454	454	100.000000	100.000000	0.0
CP003653|DEG10180277|2139468|2139883|2148978|2149667|cluster-1|transatpks|2119436-2161283|9095	CP003653|DEG10180277|2139468|2139883|2148978|2149667|cluster-1|transatpks|2119436-2161283|9095	415	415	100.000000	100.000000	0.0
DDIR01000102|DEG10180277|14643|15103|4414|5148|cluster-1|t1pks-otherks|1-48854|9495	DDIR01000102|DEG10180277|14643|15103|4414|5148|cluster-1|t1pks-otherks|1-48854|9495	460	460	100.000000	100.000000	0.0
KZ195584|DEG10180271|3294|3532|1750|2454|cluster-1|t1pks|1-156822|840	KZ195584|DEG10180271|3294|3532|1750|2454|cluster-1|t1pks|1-156822|840	238	238	100.000000	100.000000	0.0
MPMR01000013|DEG10180273|116868|117296|108416|109696|cluster-1|t1pks|96854-128796|7172	MPMR01000013|DEG10180273|116868|117296|108416|109696|cluster-1|t1pks|96854-128796|7172	428	428	100.000000	100.000000	0.0
MPMR01000013|DEG10180273|116868|117296|108416|109696|cluster-1|t1pks|96854-128796|7172	PFVX01000026|DEG10180273|46189|46613|39712|40980|cluster-1|t3pks-t1pks|1-52732|5209	428	424	51.635514	44.600939	7.03457505156
PFVX01000026|DEG10180273|46189|46613|39712|40980|cluster-1|t3pks-t1pks|1-52732|5209	PFVX01000026|DEG10180273|46189|46613|39712|40980|cluster-1|t3pks-t1pks|1-52732|5209	424	424	100.000000	100.000000	0.0
AF440781|DEG10180377|6080|6496|1220|2140|cluster-1|t1pks|1-103450|3940	AF440781|DEG10180377|6080|6496|1220|2140|cluster-1|t1pks|1-103450|3940	416	416	100.000000	100.000000	0.0
AHRD01000019|DEG10180377|80452|80783|89288|90169|cluster-1|transatpks-otherks|1650-94956|8505	AHRD01000019|DEG10180377|80452|80783|89288|90169|cluster-1|transatpks-otherks|1650-94956|8505	331	331	100.000000	100.000000	0.0
ASQP01000413|DEG10180377|10|430|8426|9328|cluster-1|t1pks-nrps|1-42395|7996	ASQP01000413|DEG10180377|10|430|8426|9328|cluster-1|t1pks-nrps|1-42395|7996	420	420	100.000000	100.000000	0.0
ASQP01000413|DEG10180377|10|430|8426|9328|cluster-1|t1pks-nrps|1-42395|7996	CP025084|DEG10180377|3871170|3871595|3860527|3861411|cluster-1|t1pks-nrps|3846214-3900784|9759	420	425	45.476190	27.666667	17.8095238095
BDBA01000023|DEG10180377|55111|55529|46109|47035|cluster-1|t1pks|35108-79535|8076	BDBA01000023|DEG10180377|55111|55529|46109|47035|cluster-1|t1pks|35108-79535|8076	418	418	100.000000	100.000000	0.0
CP007142|DEG10180377|4845800|4846225|4851060|4851932|cluster-1|t1pks-nrps|4821785-4869475|4835	CP007142|DEG10180377|4845800|4846225|4851060|4851932|cluster-1|t1pks-nrps|4821785-4869475|4835	425	425	100.000000	100.000000	0.0
CP007142|DEG10180377|4845800|4846225|4851060|4851932|cluster-1|t1pks-nrps|4821785-4869475|4835	CP025084|DEG10180377|3871170|3871595|3860527|3861411|cluster-1|t1pks-nrps|3846214-3900784|9759	425	425	43.764706	24.137931	19.6267748479
CP007142|DEG10180377|4845800|4846225|4851060|4851932|cluster-1|t1pks-nrps|4821785-4869475|4835	FUYS01000004|DEG10180377|55098|55521|52429|53313|cluster-1|t1pks-nrps|34483-85229|1785	425	423	48.000000	33.103448	14.8965517241
CP025084|DEG10180377|3871170|3871595|3860527|3861411|cluster-1|t1pks-nrps|3846214-3900784|9759	CP025084|DEG10180377|3871170|3871595|3860527|3861411|cluster-1|t1pks-nrps|3846214-3900784|9759	425	425	100.000000	100.000000	0.0
CP025084|DEG10180377|3871170|3871595|3860527|3861411|cluster-1|t1pks-nrps|3846214-3900784|9759	FUYS01000004|DEG10180377|55098|55521|52429|53313|cluster-1|t1pks-nrps|34483-85229|1785	425	423	52.235294	24.149660	28.0856342537
FRFD01000003|DEG10180377|693799|694221|686358|687248|cluster-1|transatpks-nrps|672816-757301|6551	FRFD01000003|DEG10180377|693799|694221|686358|687248|cluster-1|transatpks-nrps|672816-757301|6551	422	422	100.000000	100.000000	0.0
FUYS01000004|DEG10180377|55098|55521|52429|53313|cluster-1|t1pks-nrps|34483-85229|1785	FUYS01000004|DEG10180377|55098|55521|52429|53313|cluster-1|t1pks-nrps|34483-85229|1785	423	423	100.000000	100.000000	0.0
PZZX01000001|DEG10180377|742426|742851|736574|737485|cluster-6|t1pks-nrps|722416-805814|4941	PZZX01000001|DEG10180377|742426|742851|736574|737485|cluster-6|t1pks-nrps|722416-805814|4941	425	425	100.000000	100.000000	0.0
CP022522|DEG10180376|833680|834109|823707|824903|cluster-1|t1pks-nrps|808211-964064|8777	CP022522|DEG10180376|833680|834109|823707|824903|cluster-1|t1pks-nrps|808211-964064|8777	429	429	100.000000	100.000000	0.0
FULE01000014|DEG10180376|171205|171627|164105|165241|cluster-1|t1pks|150627-197991|5964	FULE01000014|DEG10180376|171205|171627|164105|165241|cluster-1|t1pks|150627-197991|5964	422	422	100.000000	100.000000	0.0
JQEC01000039|DEG10180376|142512|142938|141227|142474|cluster-1|t1pks-nrps|122495-171911|38	JQEC01000039|DEG10180376|142512|142938|141227|142474|cluster-1|t1pks-nrps|122495-171911|38	426	426	100.000000	100.000000	0.0
UGOC01000002|DEG10180376|1202377|1202801|1196525|1197343|cluster-2|t1pks|1181764-1228747|5034	UGOC01000002|DEG10180376|1202377|1202801|1196525|1197343|cluster-2|t1pks|1181764-1228747|5034	424	424	100.000000	100.000000	0.0
PMQB01000166|DEG10180089|23|444|10400|11194|cluster-1|t1pks|1-13673|9956	PMQB01000166|DEG10180089|23|444|10400|11194|cluster-1|t1pks|1-13673|9956	421	421	100.000000	100.000000	0.0
CM001837|DEG10180087|2515458|2515916|2522543|2523055|cluster-1|t1pks-PUFA-otherks|2486195-2539990|6627	CM001837|DEG10180087|2515458|2515916|2522543|2523055|cluster-1|t1pks-PUFA-otherks|2486195-2539990|6627	458	458	100.000000	100.000000	0.0
CP018047|DEG10180087|51054|51468|56636|58201|cluster-1|t1pks-nrps|17344-104129|5168	CP018047|DEG10180087|51054|51468|56636|58201|cluster-1|t1pks-nrps|17344-104129|5168	414	414	100.000000	100.000000	0.0
DS989904|DEG10180087|2298559|2298987|2289881|2290396|cluster-1|t1pks|2277848-2345150|8163	DS989904|DEG10180087|2298559|2298987|2289881|2290396|cluster-1|t1pks|2277848-2345150|8163	428	428	100.000000	100.000000	0.0
FNFM01000017|DEG10180087|9577|10001|2785|3240|cluster-1|t1pks|1-24906|6337	FNFM01000017|DEG10180087|9577|10001|2785|3240|cluster-1|t1pks|1-24906|6337	424	424	100.000000	100.000000	0.0
MVBD01000006|DEG10180084|263849|264267|259051|259404|cluster-1|transatpks|243038-274071|4445	MVBD01000006|DEG10180084|263849|264267|259051|259404|cluster-1|transatpks|243038-274071|4445	418	418	100.000000	100.000000	0.0
MSDV01000060|DEG10180082|14892|15318|10912|11253|cluster-1|t1pks|1-42581|3639	MSDV01000060|DEG10180082|14892|15318|10912|11253|cluster-1|t1pks|1-42581|3639	426	426	100.000000	100.000000	0.0
BDCI01000004|DEG10180081|163839|164252|155680|156747|cluster-1|t1pks-terpene|133277-201236|7092	BDCI01000004|DEG10180081|163839|164252|155680|156747|cluster-1|t1pks-terpene|133277-201236|7092	413	413	100.000000	100.000000	0.0
FNET01000002|DEG10180081|193998|194418|189913|191019|cluster-3|t1pks-terpene|168404-220182|2979	FNET01000002|DEG10180081|193998|194418|189913|191019|cluster-3|t1pks-terpene|168404-220182|2979	420	420	100.000000	100.000000	0.0
LWSF01000018|DEG10180081|229767|230118|222220|223326|cluster-3|t1pks|205520-274663|6441	LWSF01000018|DEG10180081|229767|230118|222220|223326|cluster-3|t1pks|205520-274663|6441	351	351	100.000000	100.000000	0.0
LZSV01000003|DEG10180081|69368|69792|62264|63295|cluster-1|t1pks-nrps|48679-115565|6073	LZSV01000003|DEG10180081|69368|69792|62264|63295|cluster-1|t1pks-nrps|48679-115565|6073	424	424	100.000000	100.000000	0.0
AAXW01000049|DEG10180080|4|428|8439|10349|cluster-1|t1pks-nrps|1-28291|8011	AAXW01000049|DEG10180080|4|428|8439|10349|cluster-1|t1pks-nrps|1-28291|8011	424	424	100.000000	100.000000	0.0
AAXW01000049|DEG10180080|4|428|8439|10349|cluster-1|t1pks-nrps|1-28291|8011	CP016477|DEG10180080|1226930|1227336|1224133|1226049|cluster-1|t1pks|1206237-1254402|881	424	406	57.547170	83.176101	25.6289308176
AAXW01000049|DEG10180080|4|428|8439|10349|cluster-1|t1pks-nrps|1-28291|8011	CP016795|DEG10180080|6226335|6226762|6216228|6218045|cluster-23|t1pks|6206323-6255669|8290	424	427	51.179245	37.264151	13.9150943396
AZUS01000007|DEG10180080|199311|199635|202228|204162|cluster-2|t1pks|166747-214129|2593	AZUS01000007|DEG10180080|199311|199635|202228|204162|cluster-2|t1pks|166747-214129|2593	324	324	100.000000	100.000000	0.0
AZUS01000007|DEG10180080|199311|199635|202228|204162|cluster-2|t1pks|166747-214129|2593	CP016795|DEG10180080|6226335|6226762|6216228|6218045|cluster-23|t1pks|6206323-6255669|8290	324	427	33.641975	52.173913	18.5319377348
AZUS01000007|DEG10180080|199311|199635|202228|204162|cluster-2|t1pks|166747-214129|2593	JH993790|DEG10180080|230924|231255|233826|235895|cluster-3|t1pks|198514-245887|2571	324	331	87.345679	95.807453	8.4617744038
AZUS01000007|DEG10180080|199311|199635|202228|204162|cluster-2|t1pks|166747-214129|2593	JOCA01000001|DEG10180080|385490|385819|388321|390252|cluster-4|t1pks|353107-400498|2502	324	329	83.641975	96.118012	12.4760371137
AZUS01000007|DEG10180080|199311|199635|202228|204162|cluster-2|t1pks|166747-214129|2593	LGDQ01000236|DEG10180080|40987|41315|37264|39228|cluster-1|t1pks|27081-74505|1759	324	328	85.185185	96.894410	11.7092247527
