PtmP3_FabB-F	Subject_1	85.04	2555002	2553800	341	404	11012522	0.0
PtmP3_FabB-F	Subject_1	65.08	3892911	3894104	259	404	11012522	2e-122
PtmP3_FabB-F	Subject_1	50.48	8310397	8309150	210	404	11012522	2e-98
PtmP3_FabB-F	Subject_1	34.94	6528869	6527631	145	404	11012522	2e-46
PtmP3_FabB-F	Subject_1	30.24	6527598	6526408	127	404	11012522	2e-19
PtmP3_FabB-F	Subject_1	32.85	3898100	3898903	90	404	11012522	2e-16
PtmP3_FabB-F	Subject_1	33.67	9589158	9590021	99	404	11012522	3e-16
PtmP3_FabB-F	Subject_1	33.94	9583744	9584382	74	404	11012522	1e-13
PtmP3_FabB-F	Subject_1	32.85	2805305	2804691	68	404	11012522	2e-13
PtmP3_FabB-F	Subject_1	33.66	3896185	3896799	69	404	11012522	3e-12
PtmP3_FabB-F	Subject_1	32.65	2792171	2791599	64	404	11012522	3e-12
PtmP3_FabB-F	Subject_1	30.77	2776351	2775548	84	404	11012522	4e-12
PtmP3_FabB-F	Subject_1	32.76	2802482	2801802	76	404	11012522	6e-12
PtmP3_FabB-F	Subject_1	31.63	2785165	2784593	62	404	11012522	4e-10
