PtmP3_FabB-F	Subject_1	66.92	8666615	8667811	267	404	8753753	3e-126
PtmP3_FabB-F	Subject_1	51.20	4085667	4086914	213	404	8753753	9e-99
PtmP3_FabB-F	Subject_1	44.44	8501050	8501883	124	404	8753753	8e-28
PtmP3_FabB-F	Subject_1	31.01	6305865	6306794	98	404	8753753	1e-17
PtmP3_FabB-F	Subject_1	40.46	8671825	8672328	70	404	8753753	1e-15
PtmP3_FabB-F	Subject_1	31.39	2643001	2642195	86	404	8753753	2e-14
PtmP3_FabB-F	Subject_1	30.60	6309573	6310400	86	404	8753753	4e-14
PtmP3_FabB-F	Subject_1	31.43	2651026	2650406	66	404	8753753	8e-14
PtmP3_FabB-F	Subject_1	31.82	6274721	6275365	70	404	8753753	1e-13
PtmP3_FabB-F	Subject_1	30.89	2710113	2709358	80	404	8753753	2e-13
PtmP3_FabB-F	Subject_1	32.10	6287416	6288129	78	404	8753753	3e-13
PtmP3_FabB-F	Subject_1	35.26	2648242	2647739	61	404	8753753	1e-12
PtmP3_FabB-F	Subject_1	31.01	8570281	8569436	89	404	8753753	1e-11
PtmP3_FabB-F	Subject_1	33.89	5949206	5949730	61	404	8753753	2e-11
PtmP3_FabB-F	Subject_1	32.68	5919586	5920200	67	404	8753753	4e-11
PtmP3_FabB-F	Subject_1	28.44	6293457	6294110	62	404	8753753	9e-11
PtmP3_FabB-F	Subject_1	30.00	6313284	6314105	84	404	8753753	9e-11
PtmP3_FabB-F	Subject_1	29.91	6283966	6284634	67	404	8753753	2e-10
PtmP3_FabB-F	Subject_1	31.33	6278854	6279288	47	404	8753753	2e-10
PtmP3_FabB-F	Subject_1	31.63	5922451	5923023	62	404	8753753	3e-10
PtmP3_FabB-F	Subject_1	32.32	5927557	5928135	64	404	8753753	3e-10
PtmP3_FabB-F	Subject_1	27.68	2653207	2654058	80	404	8753753	5e-10
PtmP3_FabB-F	Subject_1	29.67	5932690	5933490	81	404	8753753	7e-10
PtmP3_FabB-F	Subject_1	33.53	2665099	2665602	58	404	8753753	1e-09
PtmP3_FabB-F	Subject_1	27.54	2635052	2634243	76	404	8753753	2e-09
PtmP3_FabB-F	Subject_1	28.99	2659396	2660208	80	404	8753753	2e-09
PtmP3_FabB-F	Subject_1	32.43	2624435	2624007	48	404	8753753	3e-09
